time,speed,course,dist,speed_V10S,speed_V500m,jibe
2019-10-06 10:00:44+00:00,25.08,200.10228740304817,12.80242010561551,,2.0,
2019-10-06 10:00:45+00:00,25.04,201.20045930375957,12.77584126342731,,2.0,
2019-10-06 10:00:46+00:00,24.94,201.50640936085037,12.80254068338968,,2.0,
2019-10-06 10:00:47+00:00,24.88,200.5845862366829,12.72352836983896,,2.0,
2019-10-06 10:00:48+00:00,24.88,199.17208602780173,12.72846933699725,,2.0,
2019-10-06 10:00:49+00:00,24.8,199.33797984892354,12.623373990234995,,2.0,
2019-10-06 10:00:50+00:00,24.69,201.07286425770417,12.645549068350874,,2.0,
2019-10-06 10:00:51+00:00,24.69,200.89295030631703,12.749483332155478,,2.0,
2019-10-06 10:00:52+00:00,24.69,201.25563523567354,12.541731076350288,,2.0,
2019-10-06 10:00:53+00:00,24.69,201.99703360107685,12.72629739030981,,2.0,
2019-10-06 10:00:54+00:00,24.69,201.81078213944684,12.829577176361681,,2.0,
2019-10-06 10:00:55+00:00,24.71,202.22899748288464,12.987763609862213,,2.0,
2019-10-06 10:00:56+00:00,24.96,203.12157439019717,13.072574558011183,,2.0,
2019-10-06 10:00:57+00:00,25.08,203.12152984799246,13.072570217890188,3.0,2.0,
2019-10-06 10:00:58+00:00,25.15,203.03543803329018,13.30613297499849,3.0,2.0,
2019-10-06 10:00:59+00:00,25.32,203.1374155892997,13.43728837920662,3.0,2.0,
2019-10-06 10:01:00+00:00,25.45,203.42429036267401,13.466267990264441,3.0,2.0,
2019-10-06 10:01:01+00:00,25.93,203.80402764594783,13.627013009094298,3.0,2.0,
2019-10-06 10:01:02+00:00,26.13,204.55942104388757,13.585534861208544,3.0,2.0,
2019-10-06 10:01:03+00:00,26.24,205.8035016796152,13.47764914607842,3.0,2.0,
2019-10-06 10:01:04+00:00,26.22,204.67019779806512,13.352572856761071,3.0,2.0,
2019-10-06 10:01:05+00:00,25.89,204.1180486106848,12.562546765459501,3.0,2.0,
2019-10-06 10:01:06+00:00,25.43,202.86050022140785,12.080857058724177,3.0,2.0,
2019-10-06 10:01:07+00:00,24.9,201.4992350114353,11.605469186319624,,2.0,
2019-10-06 10:01:08+00:00,24.4,198.76665712076894,11.169139576402813,,2.0,
2019-10-06 10:03:21+00:00,24.62,10.659565759106044,13.479630117231409,1.0,1.0,
2019-10-06 10:03:22+00:00,25.78,9.803539031096193,13.782235053972272,1.0,1.0,
2019-10-06 10:03:23+00:00,26.36,7.266305592903905,13.915371549466272,1.0,1.0,
2019-10-06 10:03:24+00:00,26.65,5.462537822432807,13.866590006755814,1.0,1.0,
2019-10-06 10:03:25+00:00,26.85,5.462551242084032,13.866590317332339,1.0,1.0,
2019-10-06 10:03:26+00:00,27.02,6.36604555380859,13.88926098709635,1.0,1.0,
2019-10-06 10:03:27+00:00,26.94,8.362661512275054,13.614416432795679,1.0,1.0,
2019-10-06 10:03:28+00:00,26.67,9.963826753864112,13.56290613406054,1.0,1.0,
2019-10-06 10:03:29+00:00,26.32,12.488750677391579,13.226009061509103,1.0,1.0,
2019-10-06 10:03:30+00:00,25.97,13.443139428061727,12.933465783823067,1.0,1.0,
2019-10-06 10:03:31+00:00,25.39,13.876847518182785,12.842615070539978,,1.0,
2019-10-06 10:03:32+00:00,25.19,11.309393571209,12.714670357623163,,1.0,
2019-10-06 10:03:33+00:00,25.02,11.408644335252632,12.60553241102798,,1.0,
2019-10-06 10:03:34+00:00,24.86,13.591008166629422,12.483386368828178,,1.0,
2019-10-06 10:03:35+00:00,24.61,14.498662451317841,12.302993785247054,,1.0,
2019-10-06 10:03:36+00:00,24.41,14.629629639309542,12.195252927741876,,1.0,
2019-10-06 10:03:37+00:00,24.22,14.898596889298346,11.979965823130897,,1.0,
2019-10-06 10:03:38+00:00,24.1,12.72804961582824,11.983007984772485,,1.0,
2019-10-06 10:03:39+00:00,24.1,11.24840187603985,12.030972804044268,,1.0,
2019-10-06 10:03:40+00:00,23.91,11.045290042872352,12.24941299699094,,1.0,
2019-10-06 10:03:41+00:00,23.91,13.502495068842904,12.249772950041006,,1.0,
2019-10-06 10:03:42+00:00,23.91,14.829033201347215,12.321570754016193,,1.0,
2019-10-06 10:03:43+00:00,23.91,15.158224783002538,12.34054601487287,,1.0,
2019-10-06 10:03:44+00:00,23.91,16.464524479607405,12.420483449312087,,1.0,
2019-10-06 10:03:45+00:00,23.99,16.178395055988346,12.63415289932118,,1.0,
2019-10-06 10:03:46+00:00,24.1,17.599304033383532,12.612859389927053,,1.0,
2019-10-06 10:03:47+00:00,24.1,19.024144307239908,12.599346834777407,,1.0,
2019-10-06 10:03:48+00:00,24.1,20.137899858421235,12.56820292444354,,1.0,
2019-10-06 10:03:49+00:00,24.1,19.964663988106793,12.672778180000478,,1.0,
2019-10-06 10:03:50+00:00,24.1,18.23231358586895,12.657991225311434,,1.0,
2019-10-06 10:03:51+00:00,24.16,18.07600647543859,12.76377218129619,,1.0,
2019-10-06 10:03:52+00:00,24.3,18.547114571979705,12.681133796712857,,1.0,
2019-10-06 10:03:53+00:00,24.3,18.076079563792177,12.763777495596969,,1.0,
2019-10-06 10:03:54+00:00,24.3,17.611135028719843,12.847272650569721,,1.0,
2019-10-06 10:03:55+00:00,24.36,17.298885973381516,12.82527626508545,,1.0,
2019-10-06 10:03:56+00:00,24.49,18.860838778260586,12.704663805943255,,1.0,
2019-10-06 10:03:57+00:00,24.49,22.262622696516416,12.389455661593729,,1.0,
2019-10-06 10:03:58+00:00,24.41,24.758186649706374,12.258732734923797,,1.0,
2019-10-06 10:03:59+00:00,24.3,24.977934206797272,12.15773903794252,,1.0,
2019-10-06 10:04:00+00:00,24.24,27.664910224682217,11.689025841900275,,1.0,
2019-10-06 10:04:38+00:00,19.83,31.972134379750116,9.973153419542541,,,1.0
2019-10-06 10:04:39+00:00,19.81,31.97217335279811,9.9731576543154,,,1.0
2019-10-06 10:04:40+00:00,19.63,30.88731797070443,9.858418103506665,,,1.0
2019-10-06 10:04:41+00:00,19.57,30.853200665816985,9.725239679909464,,,1.0
2019-10-06 10:04:42+00:00,19.42,30.398837040502087,9.421563810380576,,,1.0
2019-10-06 10:04:43+00:00,19.17,28.18621305676504,9.472204324712948,,,1.0
2019-10-06 10:04:44+00:00,18.99,22.63665095682967,9.528257733813916,,,1.0
2019-10-06 10:04:45+00:00,18.8,10.145936988964763,9.160122567927829,,,1.0
2019-10-06 10:04:46+00:00,18.31,352.8691413605629,8.862791586189815,,,1.0
2019-10-06 10:04:47+00:00,17.84,333.1562095263911,8.608712564601774,,,1.0
2019-10-06 10:04:48+00:00,16.87,312.9496013990214,7.515464733650333,,,1.0
2019-10-06 10:04:49+00:00,15.01,290.53110401767407,6.030725066925697,,,1.0
2019-10-06 10:04:50+00:00,12.52,271.3800380660086,4.622157781108399,,,1.0
2019-10-06 10:04:51+00:00,9.95,242.02259471334793,3.3220958943675214,,,1.0
2019-10-06 10:04:52+00:00,7.85,215.93342838320527,2.749649664488061,,,1.0
2019-10-06 10:04:53+00:00,6.57,212.22050304109266,3.0264075461464017,,,1.0
2019-10-06 10:04:54+00:00,6.3,212.35583617544097,3.426266276412207,,,1.0
2019-10-06 10:04:55+00:00,6.54,213.38007923897032,3.732693577286227,,,1.0
2019-10-06 10:04:56+00:00,6.95,220.58148295996014,4.397189291048562,,,1.0
2019-10-06 10:04:57+00:00,8.16,223.44490034971096,4.906400151200614,,,1.0
2019-10-06 10:05:22+00:00,24.8,204.0987087531799,13.292337517487795,4.0,,
2019-10-06 10:05:23+00:00,25.45,202.09220894608484,13.455701554483312,4.0,,
2019-10-06 10:05:24+00:00,25.88,199.7137121821873,13.48051543242218,4.0,,
2019-10-06 10:05:25+00:00,26.05,199.41967820579885,13.455949197556038,4.0,,
2019-10-06 10:05:26+00:00,26.05,198.5312960906743,13.384398962424711,4.0,,
2019-10-06 10:05:27+00:00,25.99,197.7798489582675,13.210055010556971,4.0,,
2019-10-06 10:05:28+00:00,25.83,197.31613936823763,13.059685940464078,4.0,,
2019-10-06 10:05:29+00:00,25.58,197.7715874106988,12.975648908621224,4.0,,
2019-10-06 10:05:30+00:00,25.31,198.86125829973682,12.704692726892063,4.0,,
2019-10-06 10:05:31+00:00,24.84,199.03988546088493,12.365014031742248,4.0,,
2019-10-06 10:06:10+00:00,22.16,203.60307551963876,11.905290226847683,,3.0,
2019-10-06 10:06:11+00:00,22.28,203.91927528045994,12.29958445650027,,3.0,
2019-10-06 10:06:12+00:00,22.6,202.8863683497391,12.445652978936778,,3.0,
2019-10-06 10:06:13+00:00,23.09,200.8102651649017,12.38521145635059,,3.0,
2019-10-06 10:06:14+00:00,23.39,200.49243160224768,12.359344134813,,3.0,
2019-10-06 10:06:15+00:00,23.55,200.31324142097216,12.463676951188063,,3.0,
2019-10-06 10:06:16+00:00,23.77,199.1897471098516,12.494096597086354,,3.0,
2019-10-06 10:06:17+00:00,23.91,197.90957699512524,12.400768697290914,,3.0,
2019-10-06 10:06:18+00:00,23.91,198.88370791989092,12.235787346783582,,3.0,
2019-10-06 10:06:19+00:00,23.91,199.70604845040972,12.179180478963644,,3.0,
2019-10-06 10:06:20+00:00,23.85,197.90327226480647,12.166359369926795,,3.0,
2019-10-06 10:06:21+00:00,23.74,198.55189918118117,12.446644067304987,,3.0,
2019-10-06 10:06:22+00:00,23.91,199.0381409911447,12.364884114307642,,3.0,
2019-10-06 10:06:23+00:00,23.99,199.50648516233238,12.518372891349827,,3.0,
2019-10-06 10:06:24+00:00,24.1,198.54586280325123,12.6810380854713,,3.0,
2019-10-06 10:06:25+00:00,24.22,197.92101819497944,12.869552961186855,,3.0,
2019-10-06 10:06:26+00:00,24.52,200.37026911122507,13.0620043489007,,3.0,
2019-10-06 10:06:27+00:00,24.84,203.51622589299117,13.232848673586886,,3.0,
2019-10-06 10:06:28+00:00,25.31,204.7561382012519,13.48437873543935,2.0,3.0,
2019-10-06 10:06:29+00:00,25.78,206.15468782898304,13.641981329317787,2.0,3.0,
2019-10-06 10:06:30+00:00,26.1,206.7690379581029,13.839666983129064,2.0,3.0,
2019-10-06 10:06:31+00:00,26.51,204.45226342594574,13.818533176422534,2.0,3.0,
2019-10-06 10:06:32+00:00,26.63,202.3073844363801,13.716988224203305,2.0,3.0,
2019-10-06 10:06:33+00:00,26.58,203.23721019241333,13.568464055315417,2.0,3.0,
2019-10-06 10:06:34+00:00,26.46,204.47224493711258,13.453803860072185,2.0,3.0,
2019-10-06 10:06:35+00:00,26.3,204.87097219860382,13.251482177715843,2.0,3.0,
2019-10-06 10:06:36+00:00,25.89,204.1064066900197,12.927270422625952,2.0,3.0,
2019-10-06 10:06:37+00:00,25.6,202.49314115643682,12.650962451503801,2.0,3.0,
2019-10-06 10:06:38+00:00,25.43,202.8852259356516,12.445548228086409,,3.0,
2019-10-06 10:06:39+00:00,25.01,204.75561834340266,12.258475049106892,,3.0,
2019-10-06 10:06:40+00:00,24.8,205.15490218130168,12.42127674423682,,3.0,
2019-10-06 10:06:41+00:00,24.69,204.93834983293357,12.522123802251372,,3.0,
2019-10-06 10:06:42+00:00,24.69,206.6663770456893,12.581498527237272,,3.0,2.0
2019-10-06 10:06:43+00:00,24.69,207.4928546399869,12.549141167829475,,3.0,2.0
2019-10-06 10:06:44+00:00,24.61,203.6047691762532,12.26989631494871,,3.0,2.0
2019-10-06 10:06:45+00:00,24.49,199.3796093912685,12.154574623387816,,3.0,2.0
2019-10-06 10:06:46+00:00,24.43,199.7050075959794,12.179101235162307,,3.0,2.0
2019-10-06 10:06:47+00:00,24.28,203.1796785096136,12.109485537931505,,3.0,2.0
2019-10-06 10:06:48+00:00,23.91,208.76452658261698,11.42904114587509,,3.0,2.0
2019-10-06 10:06:49+00:00,23.13,222.45579979284935,10.863403697415379,,3.0,2.0
2019-10-06 10:06:50+00:00,21.93,242.40798445396422,10.094331452289225,,,2.0
2019-10-06 10:06:51+00:00,19.98,266.9774738988823,8.444719074864224,,,2.0
2019-10-06 10:06:52+00:00,17.26,297.7938673745496,5.968337584165965,,,2.0
2019-10-06 10:06:53+00:00,14.18,333.47882918630813,4.105575484818473,,,2.0
2019-10-06 10:06:54+00:00,10.48,7.814282049997644,2.6967094885758343,,,2.0
2019-10-06 10:06:55+00:00,7.15,21.26867321853291,2.6280244044974097,,,2.0
2019-10-06 10:06:56+00:00,5.99,18.96729653517599,2.7073457151327602,,,2.0
2019-10-06 10:06:57+00:00,5.71,16.91100130652916,3.0251198150772325,,,2.0
2019-10-06 10:06:58+00:00,6.14,14.547542508091908,3.795219730147437,,,2.0
2019-10-06 10:06:59+00:00,7.0,11.75123747314359,4.320697904586268,,,2.0
2019-10-06 10:07:00+00:00,7.87,7.673939200510517,4.942320859508982,,,2.0
2019-10-06 10:07:01+00:00,8.58,8.411958980915358,5.513975443500385,,,2.0
2019-10-06 10:26:57+00:00,17.34,23.44584521025382,9.585666528419097,,,5.0
2019-10-06 10:26:58+00:00,17.87,22.676292120919868,9.892947000380445,,,5.0
2019-10-06 10:26:59+00:00,18.3,22.18934241639846,10.09874262923222,,,5.0
2019-10-06 10:27:00+00:00,18.62,22.33428530473111,10.229553512848724,,,5.0
2019-10-06 10:27:01+00:00,18.93,21.118496611088005,10.382086033841915,,,5.0
2019-10-06 10:27:02+00:00,19.13,16.055093080777112,10.077871516103187,,,5.0
2019-10-06 10:27:03+00:00,19.17,6.988587471244898,9.645135766635576,,,5.0
2019-10-06 10:27:04+00:00,18.99,357.3054794323831,9.361187202315705,,,5.0
2019-10-06 10:27:05+00:00,18.83,343.6258433576319,8.585875367118206,,,5.0
2019-10-06 10:27:06+00:00,18.27,326.15225607665803,7.506005713898048,,,5.0
2019-10-06 10:27:07+00:00,16.76,304.6793959835446,6.065031570089559,,,5.0
2019-10-06 10:27:08+00:00,13.53,282.448887478214,4.1311954715038155,,,5.0
2019-10-06 10:27:09+00:00,9.74,251.51528479220076,1.4657341884631023,,,5.0
2019-10-06 10:27:10+00:00,5.95,220.58168210618754,1.4657341884631023,,,5.0
2019-10-06 10:27:11+00:00,4.82,200.42596235151532,2.7321340251473885,,,5.0
2019-10-06 10:27:12+00:00,5.52,200.33580919810768,3.7990084690300137,,,5.0
2019-10-06 10:27:13+00:00,6.84,207.9578790485101,4.537003785722845,,,5.0
2019-10-06 10:27:14+00:00,8.24,213.38018623091276,5.06580450738511,,,5.0
2019-10-06 10:27:15+00:00,9.32,217.15172734938182,5.586651181634807,,,5.0
2019-10-06 10:27:16+00:00,10.25,217.4572115495347,6.030096577660515,,,5.0
2019-10-06 11:18:03+00:00,22.91,198.40729318291457,11.380250705537037,,5.0,
2019-10-06 11:18:04+00:00,22.74,200.18048538801347,11.267026726640324,,5.0,
2019-10-06 11:18:05+00:00,22.74,201.50055166264667,11.605574239914858,,5.0,
2019-10-06 11:18:06+00:00,22.74,199.7355357174491,11.94489497639006,,5.0,
2019-10-06 11:18:07+00:00,22.74,197.73451031085494,12.037972790825734,,5.0,
2019-10-06 11:18:08+00:00,22.76,197.08942219073927,12.228465445343318,,5.0,
2019-10-06 11:18:09+00:00,22.94,197.57446002108142,12.144044915716222,,5.0,
2019-10-06 11:18:10+00:00,23.02,199.55664699163358,12.049723208136129,,5.0,
2019-10-06 11:18:11+00:00,23.13,201.182575691888,12.177365704723343,,5.0,
2019-10-06 11:18:12+00:00,23.16,202.2615208935347,12.38935448225675,,5.0,
2019-10-06 11:18:13+00:00,23.4,202.26147965478273,12.389350831283082,,5.0,
2019-10-06 11:18:14+00:00,23.52,200.81028943679257,12.385213450474112,,5.0,
2019-10-06 11:18:15+00:00,23.59,201.126710187935,12.411453780099691,,5.0,
2019-10-06 11:18:16+00:00,23.77,199.9964623841839,12.438410390641366,,5.0,
2019-10-06 11:18:17+00:00,23.91,199.67834150851024,12.413520784612047,,5.0,
2019-10-06 11:18:18+00:00,23.91,196.93714070401842,12.33489160629324,,5.0,
2019-10-06 11:18:19+00:00,23.91,194.0882240200881,12.051015470166021,,5.0,
2019-10-06 11:18:20+00:00,23.83,192.72767093276275,11.982988877989555,,5.0,
2019-10-06 11:18:21+00:00,23.66,194.69394192966203,11.853583236414124,,5.0,
2019-10-06 11:18:22+00:00,23.52,197.73399377787817,12.037938084693451,,5.0,
2019-10-06 11:18:23+00:00,23.52,199.03816423221699,12.36488584586914,,5.0,
2019-10-06 11:18:24+00:00,23.6,198.71628196691623,12.341156363090704,,5.0,
2019-10-06 11:18:25+00:00,23.71,197.9153241466608,12.635155093717913,,5.0,
2019-10-06 11:18:26+00:00,23.73,194.56789560490833,12.536881132466078,,5.0,
2019-10-06 11:18:27+00:00,23.91,192.05117234722096,12.293433027633,,5.0,
2019-10-06 11:18:28+00:00,23.91,191.8229128209437,12.169351299351547,,5.0,
2019-10-06 11:18:29+00:00,23.91,192.38495495260042,12.308950540009391,,5.0,
2019-10-06 11:18:30+00:00,23.91,193.91714415259742,12.500789965299191,,5.0,
2019-10-06 11:18:31+00:00,23.91,197.11012989120994,12.462774168707256,,5.0,
2019-10-06 11:18:32+00:00,23.99,202.30211590585037,12.753911599349522,,5.0,
2019-10-06 11:18:33+00:00,24.18,208.19357507254523,12.883080004332442,,5.0,
2019-10-06 11:18:34+00:00,24.36,211.7506808244161,12.960167907298455,,5.0,
2019-10-06 11:18:35+00:00,24.52,212.02548994674592,12.998899700076436,,5.0,
2019-10-06 11:18:36+00:00,24.76,210.1347038780026,13.000287031492917,,5.0,
2019-10-06 11:18:37+00:00,24.88,208.4800541108169,12.917864461534919,,5.0,
2019-10-06 11:18:38+00:00,24.88,206.4409415302167,12.681108168962965,,5.0,
2019-10-06 11:18:39+00:00,24.86,204.22962647131016,12.329386600918951,,5.0,
2019-10-06 11:18:40+00:00,24.53,202.09212417595398,11.893872126845963,,5.0,
2019-10-06 11:18:41+00:00,24.22,200.48159140793672,11.526650466512365,,5.0,
2019-10-06 11:18:42+00:00,23.87,200.93184082932123,11.084201301735447,,5.0,
2019-10-06 11:18:43+00:00,23.22,200.62772516137832,10.824008684881846,,5.0,
2019-10-06 11:27:17+00:00,21.58,16.23902256740189,11.01480513370916,,,3.0
2019-10-06 11:27:18+00:00,21.58,14.330261255079279,11.259653266595706,,,3.0
2019-10-06 11:27:19+00:00,21.59,14.5492135504536,11.385745842650067,,,3.0
2019-10-06 11:27:20+00:00,21.77,13.83250649085312,11.349787756294972,,,3.0
2019-10-06 11:27:21+00:00,21.77,14.836147061492,11.17038929064438,,,3.0
2019-10-06 11:27:22+00:00,21.77,13.739868120061544,11.116088223803672,,,3.0
2019-10-06 11:27:23+00:00,21.69,7.0420298564718,10.767899064903759,,,3.0
2019-10-06 11:27:24+00:00,21.46,356.68521290784656,10.147050448329537,,,3.0
2019-10-06 11:27:25+00:00,21.04,340.69661281615157,9.31809042761597,,,3.0
2019-10-06 11:27:26+00:00,19.01,318.1711799773289,7.917880338645773,,,3.0
2019-10-06 11:27:27+00:00,16.41,293.06132630098887,6.536234722527297,,,3.0
2019-10-06 11:27:28+00:00,13.53,270.0,4.693774816907535,,,3.0
2019-10-06 11:27:29+00:00,10.34,245.11871267107279,2.910385494124057,,,3.0
2019-10-06 11:27:30+00:00,7.35,208.15998009393726,2.0202410467572918,,,3.0
2019-10-06 11:27:31+00:00,5.64,197.4180325672885,2.450053618027596,,,3.0
2019-10-06 11:27:32+00:00,5.44,193.58072654716076,3.43564515664184,,,3.0
2019-10-06 11:27:33+00:00,6.49,197.28154078731285,4.1969670879771,,,3.0
2019-10-06 11:27:34+00:00,7.35,194.37060842370227,4.13694405028582,,,3.0
2019-10-06 11:27:35+00:00,7.58,199.76634266478274,3.9035413051460637,,,3.0
2019-10-06 11:27:36+00:00,7.82,208.1103086454148,4.6696419450236135,,,3.0
